City,Region,Country,AirQuality,WaterPollution
Kota Kinabalu,Sabah,Malaysia,47.91666667,45.45454545
Abingdon,Virginia,United States of America,100,50
Camden,New Jersey,United States of America,87.5,50
Hoboken,New Jersey,United States of America,56.25,62.5
Chon Buri,Chon Buri,Thailand,60.71428571,50
Livermore,California,United States of America,75,54.16666667
Zabok,Krapina-Zagorje County,Croatia,25,100
Zabol,Sistan and Baluchestan Province,Iran,14.28571429,66.66666667
Brossard,Quebec,Canada,100,50
Saguenay,Quebec,Canada,96.875,18.75
Zacatecas,Zacatecas,Mexico,82.14285714,37.5
Longueuil,Quebec,Canada,100,37.5
Sherbrooke,Quebec,Canada,90.78947368,31.66666667
Boisbriand,Quebec,Canada,75,25
Atlantic City,New Jersey,United States of America,91.66666667,37.5
Richmond,Quebec,Canada,80,50
Gold Coast,Queensland,Australia,82.63888889,32.60869565
Brest,Brest Region,Belarus,31.25,55
Tainan,,Taiwan,31.25,68.75
Chateauguay,Quebec,Canada,100,0
Victoriaville,Quebec,Canada,91.66666667,50
Mascouche,Quebec,Canada,100,50
Rouyn-Noranda,Quebec,Canada,91.66666667,12.5
Laval,Quebec,Canada,91.07142857,41.66666667
Gatineau,Quebec,Canada,88.63636364,42.85714286
Granby,Quebec,Canada,100,75
Drummondville,Quebec,Canada,100,0
Montmagny,Quebec,Canada,100,50
Salaberry-de-Valleyfield,Quebec,Canada,85,50
Senneterre,Quebec,Canada,100,50
Sainte-Adele,Quebec,Canada,90,100
Allentown,Pennsylvania,United States of America,60.71428571,75
Grants Pass,Oregon,United States of America,62.5,75
Kansk,Krasnoyarsk Krai,Russia,0,75
Hengyang,Hunan,People's Republic of China,0,50
Zakopane,Lesser Poland Voivodeship,Poland,33.33333333,50
Zakynthos,,Greece,100,25
Ruma,,Serbia,25,75
Banska Bystrica,Banska Bystrica Region,Slovakia,62.5,25
Trencin,Trencin Region,Slovakia,78.57142857,41.66666667
Zalau,Salaj County,Romania,100,75
Zamosc,Lublin Voivodeship,Poland,50,50
Decin,,Czech Republic,62.5,50
Veszprem,Veszprem County,Hungary,96.42857143,8.333333333
Teplice,,Czech Republic,75,0
Liberec,,Czech Republic,90.625,12.5
Chomutov,,Czech Republic,75,50
Most,,Czech Republic,62.5,50
Zanjan,Zanjan Province,Iran,52.77777778,58.33333333
Zanesville,Ohio,United States of America,50,85
Manisa,Manisa Province,Turkey,16.66666667,50
Zaozhuang,Shandong,People's Republic of China,0,50
Stip,Stip Municipality,North Macedonia,50,40
Zapopan,Jalisco,Mexico,58.92857143,42.85714286
Jablonec nad Nisou,,Czech Republic,75,0
Zgorzelec,Lower Silesian Voivodeship,Poland,62.5,50
Jelenia Gora,Lower Silesian Voivodeship,Poland,50,50
Zaria,Kaduna State,Nigeria,0,100
Zawiercie,Silesian Voivodeship,Poland,25,50
Zary,Lubusz Voivodeship,Poland,62.5,50
Yueyang,Hunan,People's Republic of China,0,50
Kiryat Bialik,Haifa District,Israel,29.16666667,37.5
Givatayim,Tel Aviv District,Israel,25,50
Karmiel,Northern District,Israel,53.57142857,0
Beit Shemesh,Jerusalem District,Israel,37.5,66.66666667
Afula,Northern District,Israel,41.66666667,37.5
Arad,Southern District,Israel,41.66666667,37.5
Herzliya,Tel Aviv District,Israel,80,15
Kiryat Ata,Haifa District,Israel,25,50
St Helens,England,United Kingdom,62.5,25
Brookhaven,Georgia,United States of America,50,75
Mogilev,Mahiliou Region,Belarus,53.125,50
Korolyov,Moscow Oblast,Russia,25,87.5
Kladno,,Czech Republic,75,75
Opava,,Czech Republic,62.5,50
Nakhodka,Primorsky Krai,Russia,25,75
Uzhhorod,Zakarpattia Oblast,Ukraine,54.16666667,50
Zhytomyr,Zhytomyr Oblast,Ukraine,43.75,56.25
Khmelnytskyi,Khmelnytskyi Oblast,Ukraine,91.66666667,0
Kremenchuk,Poltava Oblast,Ukraine,0,100
Ivano-Frankivsk,Ivano-Frankivsk Oblast,Ukraine,28.57142857,45
Kherson,Kherson Oblast,Ukraine,54.54545455,54.54545455
Rivne,Rivne Oblast,Ukraine,75,50
Ternopil,Ternopil Oblast,Ukraine,85.71428571,57.14285714
Poltava,Poltava Oblast,Ukraine,70,35
Sumy,Sumy Oblast,Ukraine,46.42857143,53.57142857
Joinville,Santa Catarina,Brazil,77.94117647,58.82352941
Struga,Struga Municipality,North Macedonia,35,70
Usti nad Labem,,Czech Republic,62.5,87.5
Tetovo,Tetovo Municipality,North Macedonia,10.90909091,65.77669903
Prilep,Prilep Municipality,North Macedonia,58.33333333,37.5
Veles,Veles Municipality,North Macedonia,25,50
Chernihiv,Chernihiv Oblast,Ukraine,58.33333333,75
Cherkasy,Cherkasy Oblast,Ukraine,30.55555556,53.125
Gostivar,Gostivar Municipality,North Macedonia,66.66666667,83.33333333
Gevgelija,Gevgelija Municipality,North Macedonia,100,33.33333333
Vinnytsia,Vinnytsia Oblast,Ukraine,62.5,71.42857143
Bitola,Bitola Municipality,North Macedonia,35.625,44.44444444
Horlivka,Donetsk Oblast,Ukraine,0,100
King's Lynn,England,United Kingdom,0,100
Chernivtsi,Chernivtsi Oblast,Ukraine,81.25,26.25
Piotrkow Trybunalski,Lodz Voivodeship,Poland,35,25
Kicevo,Kicevo Municipality,North Macedonia,25,37.5
Gwalior,Madhya Pradesh,India,25,72.97297297
Pabianice,Lodz Voivodeship,Poland,29.16666667,50
Bushehr,Bushehr Province,Iran,0,100
Santa Cruz,California,United States of America,88.23529412,34.61538462
Santa Clara,California,United States of America,75,35
Arequipa,Arequipa,Peru,18.33333333,88.33333333
Santa Barbara,California,United States of America,83.82352941,56.25
Faro,,Portugal,79.16666667,25
Vlore,Vlore County,Albania,66.66666667,75
Batman,Batman Province,Turkey,0,50
Ruse,Ruse Province,Bulgaria,21.42857143,50
Samsun,Samsun Province,Turkey,31.81818182,50
Inverness,Scotland,United Kingdom,84.375,56.25
Heraklion,,Greece,86.76470588,50
Salisbury,England,United Kingdom,64.28571429,42.85714286
Valdivia,Los Rios Region,Chile,0,50
Fukushima,Fukushima Prefecture,Japan,33.33333333,66.66666667
Reading,England,United Kingdom,72.82608696,30.55555556
Czeladz,Silesian Voivodeship,Poland,50,25
Konotop,Sumy Oblast,Ukraine,75,25
Kuopio,,Finland,95.83333333,37.5
Allahabad,Uttar Pradesh,India,13.7195122,75
Oskemen,East Kazakhstan Region,Kazakhstan,10.71428571,60.71428571
Cartagena,Region of Murcia,Spain,65.625,25
Port Antonio,Surrey County,Jamaica,75,100
Dezhou,Shandong,People's Republic of China,0,50
Akron,Ohio,United States of America,65,83.33333333
Ramenskoye,,Russia,25,50
West Palm Beach,Florida,United States of America,72.5,66.66666667
Thrissur,Kerala,India,47.82608696,75
Kopavogur,,Iceland,100,50
Coslada,Community of Madrid,Spain,70.83333333,50
Kawasaki,Kanagawa Prefecture,Japan,70,25
Chambery,,France,87.5,50
Merida,Yucatan,Mexico,71.09375,50
Teresina,Piaui,Brazil,75,75
Pleven,Pleven Province,Bulgaria,17.85714286,100
Stornoway,Scotland,United Kingdom,100,0
Fort Lauderdale,Florida,United States of America,81.57894737,42.10526316
Malatya,Malatya Province,Turkey,0,50
Upper Hutt,Wellington Region,New Zealand,100,50
Billings,Montana,United States of America,75,40
West Lafayette,Indiana,United States of America,75,75
Crescent City,California,United States of America,100,0
Eger,Heves County,Hungary,100,50
Kalamazoo,Michigan,United States of America,88.63636364,53.57142857
Kragujevac,Sumadija District,Serbia,50,43.75
Joao Pessoa,Paraiba,Brazil,86.11111111,43.75
Liepaja,,Latvia,90.38461538,5.555555556
Yavne,Central District,Israel,25,50
Thiruvananthapuram,,India,52.71084337,53.28947368
Cakovec,Medimurje County,Croatia,100,37.5
Kalamata,Peloponnese Region,Greece,50,40
Craiova,Dolj County,Romania,53.84615385,36.11111111
Adiyaman,Adiyaman Province,Turkey,0,50
Vitoria,Espirito Santo,Brazil,34.61538462,55
Sopron,Gyor-Moson-Sopron County,Hungary,100,0
Dobrich,Dobrich Province,Bulgaria,37.5,100
Sari,Mazandaran Province,Iran,29.16666667,50
Eskisehir,,Turkey,64.58333333,36.11111111
Campo Grande,Mato Grosso do Sul,Brazil,92.5,57.14285714
Tripoli,North Governorate,Lebanon,27.77777778,81.25
Moa,Holguin Province,Cuba,0,75
Nara,Nara Prefecture,Japan,100,50
Doboj,Republika Srpska,Bosnia and Herzegovina,87.5,75
San Mateo,California,United States of America,80,20
Yuba City,California,United States of America,100,50
Srinagar,Jammu and Kashmir,India,77.5862069,51.92307692
Jinan,Shandong,People's Republic of China,15.27777778,46.42857143
Chester,England,United Kingdom,81.25,20
Subotica,,Serbia,50,50
Abbottabad,Khyber Pakhtunkhwa,Pakistan,62.5,80.35714286
Qingdao,Shandong,People's Republic of China,50.73529412,62.93103448
Blackpool,England,United Kingdom,70,45.83333333
Stara Zagora,Stara Zagora Province,Bulgaria,61.11111111,5
Passaic,New Jersey,United States of America,50,75
Agartala,Tripura,India,63.63636364,58.33333333
Aydin,Aydin Province,Turkey,14.28571429,50
Bournemouth,,United Kingdom,64.70588235,31.25
Gloucester,England,United Kingdom,50,50
Taganrog,Rostov Oblast,Russia,58.33333333,58.33333333
Agadir,Souss-Massa,Morocco,64.58333333,18.18181818
Amasya,Amasya Province,Turkey,12.5,50
Qom,Qom Province,Iran,20,33.33333333
Chiba,Chiba Prefecture,Japan,100,100
Keflavik,,Iceland,87.5,0
Cuiaba,Mato Grosso,Brazil,25,37.5
Guimaraes,Braga,Portugal,93.75,43.75
Pattaya,Chon Buri,Thailand,19.40789474,78.66666667
Denizli,Denizli Province,Turkey,29.54545455,40
Zlin,,Czech Republic,75,37.5
Isparta,Isparta Province,Turkey,12.5,37.5
Kotor,Kotor Municipality,Montenegro,75,25
Dornbirn,Vorarlberg,Austria,100,0
Nyiregyhaza,Szabolcs-Szatmar-Bereg County,Hungary,50,50
Eugene,Oregon,United States of America,75,36.25
Esztergom,Komarom-Esztergom County,Hungary,75,50
Kecskemet,Bacs-Kiskun County,Hungary,75,50
Campinas,Sao Paulo,Brazil,61.02941176,48.33333333
Maracaibo,Zulia,Venezuela,20,95
Ashdod,Southern District,Israel,25,41.66666667
Kerman,Kerman Province,Iran,48.07692308,14.28571429
Bhubaneswar,Odisha,India,55.76923077,50.71428571
Alanya,Antalya Province,Turkey,91.66666667,37.5
Middlesbrough,England,United Kingdom,87.5,20.83333333
Larnaca,Larnaca District,Cyprus,52.63157895,50
Nanchang,Jiangxi,People's Republic of China,19.44444444,70
Winchester,England,United Kingdom,75,0
Bodrum,Mugla Province,Turkey,80,25
Peterborough,England,United Kingdom,85,15
Porto Velho,Rondonia,Brazil,50,50
Blagoevgrad,Blagoevgrad Province,Bulgaria,47.5,25
Kirkuk,,Iraq,25,62.5
Cetinje,Old Royal Capital Cetinje,Montenegro,100,0
Veliko Tarnovo,Veliko Tarnovo Province,Bulgaria,62.5,31.25
Arad,Arad County,Romania,66.25,35
Setubal,Setubal,Portugal,61.11111111,60
Polomolok,,Philippines,100,50
Faisalabad,Punjab,Pakistan,25,76.92307692
Elazig,Elazig Province,Turkey,25,50
Changsha,Hunan,People's Republic of China,35.52631579,46.42857143
Wilmington,Delaware,United States of America,66.66666667,87.5
Budva,Budva Municipality,Montenegro,95.83333333,41.66666667
Ranchi,Jharkhand,India,52.77777778,65.97222222
Odiongan,,Philippines,100,75
Alba Iulia,Alba County,Romania,62.5,50
Tuzla,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,10.9375,50
Shizuoka,Shizuoka Prefecture,Japan,70,0
Villa Alemana,Valparaiso Region,Chile,37.5,50
Tartus,Tartus Governorate,Syria,0,100
Novomoskovsk,,Russia,50,50
Adapazari,,Turkey,100,75
Novocheboksarsk,Chuvash Republic,Russia,25,25
Obninsk,Kaluga Oblast,Russia,100,50
Odintsovo,Moscow Oblast,Russia,50,25
Jableh,Latakia Governorate,Syria,0,100
Horsham,England,United Kingdom,50,0
Toamasina,,Madagascar,25,50
Poughkeepsie,New York,United States of America,91.66666667,12.5
Rasht,Gilan Province,Iran,44.44444444,45
Jurmala,,Latvia,87.5,37.5
Sliven,Sliven Province,Bulgaria,53.57142857,8.333333333
Larissa,,Greece,50,29.16666667
Wels,Upper Austria,Austria,75,0
Meknes,Fes-Meknes,Morocco,39.28571429,12.5
Niteroi,Rio de Janeiro,Brazil,57.8125,52.27272727
Puyallup,Washington,United States of America,75,25
Nanning,Guangxi,People's Republic of China,30.35714286,75
Niigata,Niigata Prefecture,Japan,75,0
Durham,England,United Kingdom,95.83333333,12.5
Evora,Evora,Portugal,93.75,35.41666667
Lincoln,England,United Kingdom,91.66666667,25
Kermanshah,Kermanshah Province,Iran,10.71428571,41.66666667
Ife,Osun State,Nigeria,0,50
Hradec Kralove,,Czech Republic,75,29.16666667
Kozani,West Macedonia Region,Greece,50,100
Rancho Palos Verdes,California,United States of America,87.5,25
Pori,,Finland,100,0
Foca,Republika Srpska,Bosnia and Herzegovina,37.5,50
Rezekne,,Latvia,75,25
Truro,England,United Kingdom,100,0
Paphos,Paphos District,Cyprus,67.85714286,25
Omdurman,Khartoum,Sudan,25,62.5
Boa Vista,Roraima,Brazil,91.66666667,58.33333333
Szolnok,Jasz-Nagykun-Szolnok County,Hungary,75,16.66666667
Wavre,Wallonia,Belgium,75,100
Kaohsiung,,Taiwan,20.45454545,71.66666667
Qazvin,Qazvin Province,Iran,29.16666667,25
Shumen,Shumen Province,Bulgaria,28.57142857,75
Lappeenranta,,Finland,100,0
Augusta,Georgia,United States of America,71.875,33.33333333
Naha,Okinawa Prefecture,Japan,100,0
Tekirdag,Tekirdag Province,Turkey,15,75
Aksaray,Aksaray Province,Turkey,0,50
Rustenburg,North West,South Africa,25,75
Kumasi,Ashanti Region,Ghana,55,66.66666667
Tobruk,Butnan District,Libya,0,75
Chania,,Greece,85.29411765,27.94117647
Yazd,Yazd Province,Iran,5,25
Silistra,Silistra Province,Bulgaria,100,50
Tourcoing,,France,62.5,50
Rustavi,Kvemo Kartli,Georgia,33.33333333,62.5
Kunming,Yunnan,People's Republic of China,58.92857143,72.5
Stirling,Scotland,United Kingdom,87.5,50
Feldkirch,Vorarlberg,Austria,83.33333333,0
Jihlava,,Czech Republic,87.5,50
Cochabamba,Cochabamba Department,Bolivia,26.38888889,68.75
Ioannina,Epirus Region,Greece,87.5,41.66666667
Ibadan,Oyo State,Nigeria,37.5,93.75
Safi,Marrakesh-Safi,Morocco,32.8125,65
Waterford,,Ireland,87.5,25
Lanzhou,Gansu,People's Republic of China,28.125,50
Tokat,Tokat Province,Turkey,25,75
Zenica,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,30.55555556,40.625
Preston,England,United Kingdom,84.375,18.75
Colchester,England,United Kingdom,75,25
Vina del Mar,Valparaiso Region,Chile,62.5,30
Sao Bernardo do Campo,Sao Paulo,Brazil,28.125,66.66666667
Guarulhos,Sao Paulo,Brazil,67.85714286,21.875
Ordu,Ordu Province,Turkey,43.75,25
Bolton,England,United Kingdom,75,37.5
Grand Rapids,Michigan,United States of America,69.23076923,44.44444444
Ipswich,England,United Kingdom,70.83333333,28.57142857
Siirt,Siirt Province,Turkey,0,50
Tlemcen,Tlemcen Province,Algeria,68.75,37.5
Tetouan,Tanger-Tetouan-Al Hoceima,Morocco,68.75,43.75
Grapevine,Texas,United States of America,0,100
Baia Mare,Maramure? County,Romania,60.86956522,44.73684211
Pernik,Pernik Province,Bulgaria,25,0
Satu Mare,Satu Mare County,Romania,64.28571429,83.33333333
Bundaberg,Queensland,Australia,58.33333333,32.14285714
Multan,Punjab,Pakistan,28.26086957,65
Quetta,,Pakistan,22.5,83.82352941
Mandalay,Mandalay Region,Myanmar,19.64285714,53.84615385
Knoxville,Tennessee,United States of America,56.94444444,51.78571429
Pietermaritzburg,KwaZulu-Natal,South Africa,29.6875,79.6875
Belvidere,Illinois,United States of America,75,25
Limassol,Limassol District,Cyprus,56.25,31.48148148
Hefei,Anhui,People's Republic of China,25,75
Gangtok,Sikkim,India,90.625,46.875
Joensuu,,Finland,100,0
Haskovo,Haskovo Province,Bulgaria,25,25
Embu,Eastern Province,Kenya,87.5,25
Yambol,Yambol Province,Bulgaria,55,37.5
Pazardzhik,Pazardzhik Province,Bulgaria,25,50
Chattanooga,Tennessee,United States of America,79.41176471,61.53846154
Hurghada,Red Sea Governorate,Egypt,66.66666667,75
Constantine,Constantine Province,Algeria,41.66666667,56.25
Kavala,,Greece,83.33333333,0
Spokane,Washington,United States of America,77.88461538,25
Dunaujvaros,,Hungary,60,50
Tatabanya,Komarom-Esztergom County,Hungary,62.5,50
Mostoles,Community of Madrid,Spain,87.5,50
Wollongong,New South Wales,Australia,76.13636364,30.26315789
Sunderland,England,United Kingdom,87.5,62.5
Blackburn,England,United Kingdom,0,75
Braila,Braila County,Romania,41.66666667,81.25
Blantyre,Southern Region,Malawi,100,0
Rhodes,,Greece,92.85714286,21.42857143
Kitakyushu,Fukuoka Prefecture,Japan,83.33333333,75
Ribeirao Preto,Sao Paulo,Brazil,47.72727273,61.11111111
Kutahya,Kutahya Province,Turkey,0,50
Nova Iguacu,Rio de Janeiro,Brazil,45,100
Sorocaba,Sao Paulo,Brazil,53.57142857,41.66666667
Petropolis,Rio de Janeiro,Brazil,100,75
Mytilene,North Aegean Region,Greece,100,37.5
Cairns,Queensland,Australia,77.27272727,37.39516129
Usak,Usak Province,Turkey,8.333333333,66.66666667
Hermosillo,Sonora,Mexico,65.27777778,51.38888889
Utena,,Lithuania,87.5,50
Amadora,Lisbon,Portugal,75,75
Kyustendil,Kyustendil Province,Bulgaria,62.5,50
Lovech,Lovech Province,Bulgaria,37.5,50
Damietta,Damietta Governorate,Egypt,0,100
Vratsa,Vratsa Province,Bulgaria,35.71428571,75
Bizerte,Bizerte Governorate,Tunisia,18.75,43.75
Missoula,Montana,United States of America,79.6875,22.91666667
Guilin,Guangxi,People's Republic of China,12.5,50
Karabuk,Karabuk Province,Turkey,21.42857143,25
Haikou,Hainan,People's Republic of China,60,37.5
Argos,Peloponnese Region,Greece,25,100
Sligo,Connacht,Ireland,75,50
Cienfuegos,Cienfuegos Province,Cuba,0,100
Townsville,Queensland,Australia,89.28571429,40.625
Luang Prabang,Luang Prabang Province,Laos,32.14285714,83.33333333
Mikkeli,,Finland,100,16.66666667
Petah Tikva,Central District,Israel,27.77777778,20.83333333
Alexandroupoli,,Greece,87.5,31.25
Abha,Asir Province,Saudi Arabia,93.75,18.75
Jekabpils,,Latvia,100,0
Kanazawa,Ishikawa Prefecture,Japan,100,0
